,Global Epoch,Global Train accuracy,Global Test accuracy,Global Train loss,Global similarity
39,39,0.6501080345710627,0.6497,0.9859103012481817,0.6497
40,40,0.6402448783610756,0.6427,1.0165635967834659,0.6427
41,41,0.6460067221510883,0.6453,1.0015574533411238,0.6453
42,42,0.6577904929577465,0.6557,0.9774517420769959,0.6557
43,43,0.654449423815621,0.6568,0.9756163319765987,0.6568
44,44,0.6531290012804097,0.6502,0.9805716965323679,0.6502
45,45,0.6494678297055058,0.6473,0.993354667393102,0.6473
46,46,0.6560299295774648,0.6586,0.9734899575670611,0.6586
47,47,0.6523287451984635,0.6508,0.9877883862899605,0.6508
48,48,0.6507082266325224,0.6525,0.9901553841162277,0.6525
49,49,0.6517085467349552,0.6548,0.9852090621421951,0.6548
50,50,0.6610515364916774,0.6601,0.9563245900767103,0.6601
51,51,0.65863076184379,0.6615,0.9661699750206687,0.6615
52,52,0.6594710307298336,0.6597,0.9603713911870988,0.6597
53,53,0.6541293213828425,0.6544,0.973110592548429,0.6544
54,54,0.6590108834827144,0.6545,0.9793423012795736,0.6545
55,55,0.6632322343149808,0.6591,0.9527172802657691,0.6591
56,56,0.6621518886043534,0.662,0.9564357149616246,0.662
57,57,0.6556298015364916,0.6561,0.9739494555738305,0.6561
58,58,0.6590508962868118,0.6588,0.9613784761495994,0.6588
59,59,0.6619718309859155,0.6628,0.9570147182205728,0.6628
60,60,0.6655329705505761,0.6644,0.9499507064092785,0.6644
61,61,0.6523087387964148,0.653,0.9820414999840965,0.653
62,62,0.6612916133162612,0.6572,0.9588379002869053,0.6572
63,63,0.6512684058898848,0.6523,0.9860601309930164,0.6523
64,64,0.6627720870678617,0.6608,0.9573309606229755,0.6608
65,65,0.6588308258642765,0.6584,0.9658765078506762,0.6584
66,66,0.6606914212548015,0.6601,0.9636791159950969,0.6601
67,67,0.6591909411011524,0.6566,0.9590604480799578,0.6566
68,68,0.6655929897567221,0.6657,0.9457519941995453,0.6657
69,69,0.6640725032010243,0.6651,0.9520892927497053,0.6651
70,70,0.659270966709347,0.6584,0.9659115351574369,0.6584
71,71,0.6696943021766966,0.6651,0.9407785121213154,0.6651
72,72,0.6619118117797695,0.6604,0.9535841821250476,0.6604
73,73,0.6620718629961587,0.6594,0.9567434026856123,0.6594
74,74,0.6606514084507042,0.6571,0.9605783254633182,0.6571
75,75,0.6601712548015365,0.6565,0.957320309936924,0.6565
76,76,0.6620918693982074,0.6579,0.95859155749542,0.6579
77,77,0.6643725992317542,0.663,0.9504313238451636,0.663
78,78,0.6630321702944942,0.6608,0.9520661197459652,0.6608
79,79,0.6617517605633803,0.6558,0.9665708273229464,0.6558
80,80,0.6656330025608195,0.6624,0.9503702391201342,0.6624
81,81,0.6625720230473752,0.6573,0.9552115680847827,0.6573
82,82,0.6636723751600512,0.6626,0.9547733132573615,0.6626
83,83,0.6703945262483995,0.6665,0.9341604960712672,0.6665
84,84,0.6689940781049936,0.6618,0.9464908288016667,0.6618
85,85,0.6711547695262484,0.6632,0.934872757839027,0.6632
86,86,0.6693341869398207,0.6684,0.934032406529147,0.6684
87,87,0.6680937900128041,0.6643,0.9397026198163686,0.6643
88,88,0.6694542253521126,0.6629,0.9349144904012107,0.6629
89,89,0.6664532650448144,0.6589,0.9454407728588383,0.6589
90,90,0.6673135403329066,0.6668,0.9368369999066205,0.6668
91,91,0.6654729513444302,0.6605,0.9430944799003161,0.6605
92,92,0.6679937580025608,0.6642,0.9483386153753527,0.6642
93,93,0.6693141805377721,0.6654,0.9372491261107363,0.6654
94,94,0.6660131241997439,0.66,0.9460240221664634,0.66
95,95,0.669554257362356,0.664,0.9399740874538348,0.664
96,96,0.6630321702944942,0.6572,0.9598390608835159,0.6572
97,97,0.671875,0.6633,0.9257066806971492,0.6633
98,98,0.6658730793854033,0.6584,0.9434243194119726,0.6584
99,99,0.6697543213828425,0.66,0.9338803092893047,0.66
